,,,,,,,,maxg,,,
028-03,f,Laure,DE LA RAUDIERE,De La Raudiere,UMP,15906,0.384147225,0,0,FALSE,Harold Huwart
028-03,f,Anne,BITTERLIN,Bitterlin,ECO,240,0.005796261,0,0,FALSE,Harold Huwart
028-03,m,Philippe,LOISEAU,Loiseau,FN,6304,0.152248466,0,0,FALSE,Harold Huwart
028-03,f,Marie-HÈlËne,AVENET-CHEVEE,Avenet-Chevee,CEN,638,0.015408395,0,0,FALSE,Harold Huwart
028-03,m,Pierre,SABATTIER,Sabattier,DVD,94,0.002270202,0,0,FALSE,Harold Huwart
028-03,m,Harold,HUWART,Huwart,RDG,14837,0.358329711,0,0,FALSE,Harold Huwart
028-03,m,Vincent,CHEVROLLIER,Chevrollier,EXG,226,0.005458146,0,0,FALSE,Harold Huwart
028-03,f,MylËne,CHARTRAIN,Chartrain,FG,1730,0.041781384,0,0,FALSE,Harold Huwart
028-03,m,Roland,H√âLIE,H„âLie,EXD,371,0.008960054,0,0,FALSE,Harold Huwart
028-03,f,Amandine,DALMASSO,Dalmasso,ECO,132,0.003187944,0,0,FALSE,Harold Huwart
028-03,f,Nicole,MAS,Mas,EXG,193,0.00466116,0,0,TRUE,Harold Huwart
028-04,,,,,inscrits,67204,1,0,0,FALSE,Karim Laanaya
028-04,,,,,abstentions,25825,0.384277722,0,0,FALSE,Karim Laanaya
028-04,,,,,blanc,759,0.011293971,0,0,FALSE,Karim Laanaya
028-04,m,Karim,LAANAYA,Laanaya,VEC,9504,0.233973412,9504,VEC,FALSE,Karim Laanaya
028-04,m,Philippe,VIGIER,Vigier,NCE,20603,0.507213195,9504,VEC,FALSE,Karim Laanaya
028-04,f,Anne-Laure,LUCAS,Lucas,DVD,249,0.006129985,9504,VEC,FALSE,Karim Laanaya
028-04,m,Marc,GOVERNATORI,Governatori,ECO,313,0.007705564,9504,VEC,FALSE,Karim Laanaya
028-04,m,Christian,BAECKEROOT,Baeckeroot,EXD,324,0.007976366,9504,VEC,FALSE,Karim Laanaya
028-04,f,Guylaine,BERCHER,Bercher,FN,6271,0.154382078,9504,VEC,FALSE,Karim Laanaya
028-04,f,Danielle,ROUSSEAU,Rousseau,DVD,323,0.007951748,9504,VEC,FALSE,Karim Laanaya
028-04,f,Anne-Laure,ASSAYAG,Assayag,EXG,241,0.005933038,9504,VEC,FALSE,Karim Laanaya
028-04,m,Manuel,GEORGET,Georget,EXG,221,0.00544067,9504,VEC,FALSE,Karim Laanaya
028-04,f,Catherine,MARCEAUX,Marceaux,DVD,179,0.004406696,9504,VEC,FALSE,Karim Laanaya
028-04,f,Dominique,GARCIA,Garcia,FG,2392,0.058887248,9504,VEC,TRUE,Karim Laanaya
029-01,,,,,inscrits,85917,1,0,0,FALSE,Jean-Jacques Urvoas
029-01,,,,,abstentions,32571,0.379098432,0,0,FALSE,Jean-Jacques Urvoas
029-01,,,,,blanc,781,0.009090168,0,0,FALSE,Jean-Jacques Urvoas
029-01,f,Martine,PETIT,Petit,VEC,2775,0.052791782,2775,VEC,FALSE,Jean-Jacques Urvoas
029-01,m,Alain,ROUSSEAU,Rousseau,FN,3757,0.071473414,2775,VEC,FALSE,Jean-Jacques Urvoas
029-01,m,AndrÈ,BERNARD,Bernard,FG,2590,0.049272329,2775,VEC,FALSE,Jean-Jacques Urvoas
029-01,m,Georges-Philippe,FONTAINE,Fontaine,UMP,14335,0.272709978,2775,VEC,FALSE,Jean-Jacques Urvoas
029-01,f,Silviane,LE MENN,Le Menn,AUT,9,0.000171217,2775,VEC,FALSE,Jean-Jacques Urvoas
029-01,m,Serge,HARDY,Hardy,EXG,248,0.004717968,2775,VEC,FALSE,Jean-Jacques Urvoas
029-01,f,Corine,NICOLAS,Nicolas,CEN,1399,0.026614668,2775,VEC,FALSE,Jean-Jacques Urvoas
029-01,m,Pierre,LANGLAIS,Langlais,PRV,897,0.017064587,2775,VEC,FALSE,Jean-Jacques Urvoas
029-01,m,Hubert,BODIN,Bodin,DVD,596,0.011338343,2775,VEC,FALSE,Jean-Jacques Urvoas
029-01,m,Jean-Jacques,URVOAS,Urvoas,SOC,25959,0.493845715,25959,SOC,TRUE,Jean-Jacques Urvoas
029-02,,,,,inscrits,78114,1,0,0,FALSE,Patricia Adam
029-02,,,,,abstentions,35493,0.454374376,0,0,FALSE,Patricia Adam
029-02,,,,,blanc,776,0.009934199,0,0,FALSE,Patricia Adam
029-02,f,Sylvie,GOURMELEN,Gourmelen,EXG,358,0.008555383,0,0,FALSE,Patricia Adam
029-02,f,Jacqueline,HERE,Here,FG,2824,0.067487155,0,0,FALSE,Patricia Adam
029-02,f,Madeleine,FABRE,Fabre,FN,3595,0.085912295,0,0,FALSE,Patricia Adam
029-02,f,Lydie,CONTIGNON,Contignon,EXG,184,0.00439718,0,0,FALSE,Patricia Adam
029-02,m,FortunÈ,PELLICANO,Pellicano,CEN,2030,0.048512367,0,0,FALSE,Patricia Adam
029-02,m,AndrÈ,CHERBLANC,Cherblanc,EXG,167,0.003990919,0,0,FALSE,Patricia Adam
029-02,f,Patricia,ADAM,Adam,SOC,20655,0.49360736,20655,SOC,FALSE,Patricia Adam
029-02,f,Julie,LE GOIC,Le Goic,VEC,1959,0.046815629,20655,SOC,FALSE,Patricia Adam
029-02,f,Anne-Marie,KERVERN,Kervern,REG,657,0.015700801,20655,SOC,FALSE,Patricia Adam
029-02,m,Marc,BERTHELOT,Berthelot,UMP,9416,0.225020911,20655,SOC,TRUE,Patricia Adam
029-03,,,,,inscrits,86268,1,0,0,FALSE,Magali Deval
029-03,,,,,abstentions,33665,0.3902374,0,0,FALSE,Magali Deval
029-03,,,,,blanc,623,0.007221681,0,0,FALSE,Magali Deval
029-03,m,JoÎl,MENARD,Menard,FN,3913,0.075278953,0,0,FALSE,Magali Deval
029-03,f,Marguerite,LAMOUR,Lamour,UMP,20177,0.388168526,0,0,FALSE,Magali Deval
029-03,f,Magali,DEVAL,Deval,VEC,10799,0.207752982,10799,VEC,FALSE,Magali Deval
029-03,m,Bertrand,SEYS,Seys,FG,2602,0.050057715,10799,VEC,FALSE,Magali Deval
029-03,m,Patrick,PELISSARD,Pelissard,CEN,1170,0.022508657,10799,VEC,FALSE,Magali Deval
029-03,m,Chris,PERROT,Perrot,EXG,488,0.009388226,10799,VEC,FALSE,Magali Deval
029-03,m,Fabrice,MERLIN,Merlin,EXG,251,0.00482878,10799,VEC,FALSE,Magali Deval
029-03,f,Christiane,MIGOT,Migot,RDG,1676,0.03224317,10799,VEC,FALSE,Magali Deval
029-03,m,Jean-Luc,BLEUNVEN,Bleunven,DVG,10904,0.20977299,10799,VEC,TRUE,Magali Deval
029-04,,,,,inscrits,82126,1,0,0,FALSE,Marylise Lebranchu
029-04,,,,,abstentions,29932,0.36446436,0,0,FALSE,Marylise Lebranchu
029-04,,,,,blanc,547,0.006660497,0,0,FALSE,Marylise Lebranchu
029-04,m,IsmaÎl,DUPONT,Dupont,FG,2956,0.057234689,0,0,FALSE,Marylise Lebranchu
029-04,m,Yann,VALLERIE,Vallerie,REG,301,0.005828025,301,REG,FALSE,Marylise Lebranchu
029-04,m,RenÈ,DELANDE,Delande,AUT,133,0.002575174,301,REG,FALSE,Marylise Lebranchu
029-04,m,Dominique,GUIZIEN,Guizien,VEC,2305,0.044629891,2305,VEC,FALSE,Marylise Lebranchu
029-04,f,Carole,GUILLERM,Guillerm,CEN,1332,0.025790462,2305,VEC,FALSE,Marylise Lebranchu
029-04,f,Marylise,LEBRANCHU,Lebranchu,SOC,24900,0.482119,24900,SOC,FALSE,Marylise Lebranchu
029-04,f,Patricia,BLOSSE,Blosse,EXG,268,0.005189072,24900,SOC,FALSE,Marylise Lebranchu
029-04,f,Francine,REMACLE,Remacle,FN,2614,0.050612814,24900,SOC,FALSE,Marylise Lebranchu
029-04,m,Jean-Paul Yves,LE GOFF,Le Goff,AUT,8,0.000154898,24900,SOC,FALSE,Marylise Lebranchu
029-04,f,AgnËs,LE BRUN,Le Brun,UMP,16830,0.325865975,24900,SOC,TRUE,Marylise Lebranchu
029-05,,,,,inscrits,91131,1,0,0,FALSE,Chantal Guittet
029-05,,,,,abstentions,35422,0.3886932,0,0,FALSE,Chantal Guittet
029-05,,,,,blanc,768,0.008427429,0,0,FALSE,Chantal Guittet
029-05,f,Marie-CÈcile,JACQ,Jacq,AUT,191,0.003476457,0,0,FALSE,Chantal Guittet
029-05,f,Isabelle,MAZELIN,Mazelin,FG,2407,0.043810633,0,0,FALSE,Chantal Guittet
029-05,f,Chantal,GUITTET,Guittet,SOC,23069,0.419886788,23069,SOC,FALSE,Chantal Guittet
029-05,f,GaÎlle,ROLLAND-CHAPELAIN,Rolland-Chapelain,VEC,3188,0.058025882,23069,SOC,FALSE,Chantal Guittet
029-05,m,Jacques,LE GUEN,Le Guen,UMP,19534,0.355545039,23069,SOC,FALSE,Chantal Guittet
029-05,m,Eric,DECHAMPS,Dechamps,FN,3756,0.068364245,23069,SOC,FALSE,Chantal Guittet
029-05,m,Alain,SOMME,Somme,CEN,2130,0.038768861,23069,SOC,FALSE,Chantal Guittet
029-05,m,Michael,LO VERSO,Lo Verso,REG,377,0.006861906,23069,SOC,FALSE,Chantal Guittet
029-05,f,FranÁoise,CHAUVEAU,Chauveau,EXG,289,0.005260188,23069,SOC,TRUE,Chantal Guittet
029-06,,,,,inscrits,89396,1,0,0,FALSE,Richard Ferrand
029-06,,,,,abstentions,32033,0.358326994,0,0,FALSE,Richard Ferrand
029-06,,,,,blanc,695,0.007774397,0,0,FALSE,Richard Ferrand
029-06,f,NoÎlle,PEOC'H,Peoc'H,FG,2999,0.052922284,0,0,FALSE,Richard Ferrand
029-06,m,Christian,TROADEC,Troadec,DVG,11286,0.19916002,0,0,FALSE,Richard Ferrand
029-06,f,Marie,LAURENT,Laurent,DVD,636,0.011223265,0,0,FALSE,Richard Ferrand
029-06,f,Sophie,ROSSIGNEUX,Rossigneux,DVD,540,0.009529188,0,0,FALSE,Richard Ferrand
029-06,m,Richard,FERRAND,Ferrand,SOC,18300,0.322933578,18300,SOC,FALSE,Richard Ferrand
029-06,f,Marie Anne,HAAS,Haas,FN,4312,0.076092327,18300,SOC,FALSE,Richard Ferrand
029-06,f,Elisabeth,PIRO,Piro,EXG,188,0.003317569,18300,SOC,FALSE,Richard Ferrand
029-06,f,Jocelyne,LECLERC,Leclerc,VEC,2118,0.037375591,18300,SOC,FALSE,Richard Ferrand
029-06,m,AndrÈ,MENESGUEN,Menesguen,EXG,556,0.009811534,18300,SOC,FALSE,Richard Ferrand
029-06,m,Dominique,CAP,Cap,UMP,15733,0.277634644,18300,SOC,TRUE,Richard Ferrand
029-07,,,,,inscrits,79860,1,0,0,FALSE,Annick Le Loch
029-07,,,,,abstentions,28910,0.362008515,0,0,FALSE,Annick Le Loch
029-07,,,,,blanc,542,0.006786877,0,0,FALSE,Annick Le Loch
029-07,m,Serge,DEFRANCE,Defrance,EXG,221,0.004384225,0,0,FALSE,Annick Le Loch
029-07,m,Didier,GUILLON,Guillon,UMP,11090,0.220004761,0,0,FALSE,Annick Le Loch
029-07,f,Janick,MORICEAU,Moriceau,VEC,2057,0.040807015,2057,VEC,FALSE,Annick Le Loch
029-07,f,Evelyne,DELGRANGE,Delgrange,FN,3087,0.061240279,2057,VEC,FALSE,Annick Le Loch
029-07,m,Michel,CANEVET,Canevet,ALLI,7589,0.1505515,2057,VEC,FALSE,Annick Le Loch
029-07,f,Annick,LE LOCH,Le Loch,SOC,22563,0.447607523,22563,SOC,FALSE,Annick Le Loch
029-07,m,Jean,JOUANNO,Jouanno,ECO,386,0.007657515,22563,SOC,FALSE,Annick Le Loch
029-07,f,FranÁoise,PENCALET-KERIVEL,Pencalet-Kerivel,FG,3415,0.067747183,22563,SOC,TRUE,Annick Le Loch
029-08,,,,,inscrits,84438,1,0,0,FALSE,Gilbert Le Bris
029-08,,,,,abstentions,33984,0.40247282,0,0,FALSE,Gilbert Le Bris
029-08,,,,,blanc,865,0.010244203,0,0,FALSE,Gilbert Le Bris
029-08,m,Roland,DUFLEIT,Dufleit,ECO,168,0.003387848,0,0,FALSE,Gilbert Le Bris
029-08,m,Erwan,BALANANT,Balanant,CEN,2171,0.043779871,0,0,FALSE,Gilbert Le Bris
029-08,m,StÈphane,LEFLOCH,Lefloch,VEC,2651,0.053459437,2651,VEC,FALSE,Gilbert Le Bris
029-08,f,Anne-Marie,RIMBAULT,Rimbault,REG,296,0.005969066,2651,VEC,FALSE,Gilbert Le Bris
029-08,m,Atto,DOSSENA,Dossena,UMP,10527,0.212284983,2651,VEC,FALSE,Gilbert Le Bris
029-08,f,Anne,MOREL,Morel,EXG,279,0.005626248,2651,VEC,FALSE,Gilbert Le Bris
029-08,m,HervÈ,VANZANDE,Vanzande,NCE,428,0.008630946,2651,VEC,FALSE,Gilbert Le Bris
029-08,f,Isabelle,MOIGN,Moign,REG,632,0.012744762,2651,VEC,FALSE,Gilbert Le Bris
029-08,f,Annie,MENVIELLE,Menvielle,EXG,217,0.00437597,2651,VEC,FALSE,Gilbert Le Bris
029-08,m,Marcel,TILLY,Tilly,FG,3246,0.065458065,2651,VEC,FALSE,Gilbert Le Bris
029-08,m,Gilbert,LE BRIS,Le Bris,SOC,24092,0.485833552,24092,SOC,FALSE,Gilbert Le Bris
029-08,f,FranÁoise,PONTIGNY LUCAS,Pontigny Lucas,DVD,421,0.008489786,24092,SOC,FALSE,Gilbert Le Bris
029-08,m,Gilles,EBROUSSARD,Ebroussard,FN,4461,0.089959467,24092,SOC,TRUE,Gilbert Le Bris
02A-01,,,,,inscrits,47854,1,0,0,FALSE,#N/A
02A-01,,,,,abstentions,20576,0.429974506,0,0,FALSE,#N/A
02A-01,,,,,blanc,346,0.007230326,0,0,FALSE,#N/A
02A-01,m,Jean-Marc,CRESP,Cresp,PRV,1301,0.048306847,0,0,FALSE,#N/A
02A-01,m,Jean-Luc,ALBERTINI,Albertini,AUT,346,0.012847171,0,0,FALSE,#N/A
02A-01,m,Romain,COLONNA,Colonna,REG,2423,0.089967325,2423,REG,FALSE,#N/A
02A-01,m,Yves,DAIEN,Daien,EXG,74,0.002747661,2423,REG,FALSE,#N/A
02A-01,m,Simon,RENUCCI,Renucci,DVG,7914,0.293851181,2423,REG,FALSE,#N/A
02A-01,m,Paul-Antoine,LUCIANI,Luciani,FG,2040,0.075746324,2423,REG,FALSE,#N/A
02A-01,m,Paul-Mathieu,LEONETTI,Leonetti,REG,1785,0.066278034,2423,REG,FALSE,#N/A
02A-01,m,Pierre-NoÎl,TUCCI,Tucci,ECO,0,0,2423,REG,FALSE,#N/A
02A-01,m,JosÈ,RISTICONI,Risticoni,FN,2767,0.102740235,2423,REG,FALSE,#N/A
02A-01,m,Laurent,MARCANGELI,Marcangeli,UMP,8282,0.307515224,2423,REG,TRUE,#N/A
02A-02,,,,,inscrits,53677,1,0,0,FALSE,#N/A
02A-02,,,,,abstentions,20937,0.390055331,0,0,FALSE,#N/A
02A-02,,,,,blanc,433,0.00806677,0,0,FALSE,#N/A
02A-02,f,Claudine,RODINSON,Rodinson,EXG,74,0.002290525,0,0,FALSE,#N/A
02A-02,m,Dominique,BUCCHINI,Bucchini,FG,3509,0.108614232,0,0,FALSE,#N/A
02A-02,m,Paul,QUASTANA,Quastana,REG,2596,0.080354103,2596,REG,FALSE,#N/A
02A-02,m,Camille,DE ROCCA SERRA,De Rocca Serra,UMP,10662,0.330021358,2596,REG,FALSE,#N/A
02A-02,m,Paul-Marie,BARTOLI,Bartoli,DVG,5431,0.168105983,2596,REG,FALSE,#N/A
02A-02,m,Jean-Christophe,ANGELINI,Angelini,REG,6860,0.212337883,6860,REG,FALSE,#N/A
02A-02,m,Bernard,ANGELINI,Angelini,FN,3174,0.098244962,6860,REG,FALSE,#N/A
02A-02,m,Dominique,TONIN,Tonin,AUT,1,3.10E-05,6860,REG,TRUE,#N/A
02B-01,,,,,inscrits,54669,1,0,0,FALSE,#N/A
02B-01,,,,,abstentions,21341,0.390367484,0,0,FALSE,#N/A
02B-01,,,,,blanc,493,0.009017908,0,0,FALSE,#N/A
02B-01,m,Gilles,SIMEONI,Simeoni,REG,8121,0.247327547,8121,REG,FALSE,#N/A
02B-01,m,Jean FranÁois,BACCARELLI,Baccarelli,ECO,590,0.017968631,8121,REG,FALSE,#N/A
02B-01,m,Michel,STEFANI,Stefani,FG,2346,0.07144815,8121,REG,FALSE,#N/A
02B-01,m,Jean,ZUCCARELLI,Zuccarelli,RDG,7734,0.235541343,8121,REG,FALSE,#N/A
02B-01,m,Olivier,JOSUE,Josue,EXG,94,0.002862799,8121,REG,FALSE,#N/A
02B-01,m,Ghjuvan Filippu,ANTOLINI,Antolini,REG,1083,0.032983097,8121,REG,FALSE,#N/A
02B-01,m,Tony,CARDI,Cardi,FN,2626,0.079975636,8121,REG,FALSE,#N/A
02B-01,m,Sauveur,GANDOLFI-SCHEIT,Gandolfi-Scheit,UMP,10241,0.311892797,8121,REG,TRUE,#N/A
02B-02,,,,,inscrits,63918,1,0,0,FALSE,#N/A
02B-02,,,,,abstentions,24378,0.381394912,0,0,FALSE,#N/A
02B-02,,,,,blanc,617,0.009652993,0,0,FALSE,#N/A
02B-02,m,Paul,GIACOBBI,Giacobbi,RDG,16970,0.435989004,0,0,FALSE,#N/A
02B-02,m,Petru Antone,TOMASI,Tomasi,REG,2408,0.061865735,2408,REG,FALSE,#N/A
02B-02,f,Estelle,MASSONI,Massoni,FN,3250,0.083498189,2408,REG,FALSE,#N/A
02B-02,f,Marie Jeanne,FEDI,Fedi,FG,2258,0.058011972,2408,REG,FALSE,#N/A
02B-02,m,Saveriu,LUCIANI,Luciani,REG,4201,0.107931043,4201,REG,FALSE,#N/A
02B-02,f,StÈphanie,GRIMALDI,Grimaldi,UMP,9645,0.247796932,4201,REG,FALSE,#N/A
02B-02,f,Pierrette,GOVI MATTEI,Govi Mattei,EXG,191,0.004907124,4201,REG,TRUE,#N/A
030-01,,,,,inscrits,83406,1,0,0,FALSE,FranÁoise Dumas
030-01,,,,,abstentions,34886,0.418267271,0,0,FALSE,FranÁoise Dumas
030-01,,,,,blanc,530,0.006354459,0,0,FALSE,FranÁoise Dumas
030-01,f,Isabelle,LECLERC,Leclerc,EXG,119,0.002479683,0,0,FALSE,FranÁoise Dumas
030-01,f,Lysiane,COILLET-MATILLON,Coillet-Matillon,ECO,379,0.007897479,0,0,FALSE,FranÁoise Dumas
030-01,f,Anne,ALIROL,Alirol,REG,102,0.002125443,102,REG,FALSE,FranÁoise Dumas
030-01,m,Guy,DEJEAN,Dejean,EXG,133,0.002771411,102,REG,FALSE,FranÁoise Dumas
030-01,f,Catherine,ANDRE,Andre,AUT,72,0.001500313,102,REG,FALSE,FranÁoise Dumas
030-01,m,Jacques,BOURBOUSSON,Bourbousson,PRV,1253,0.026109606,102,REG,FALSE,FranÁoise Dumas
030-01,f,FranÁoise,DUMAS,Dumas,SOC,14545,0.303083976,14545,SOC,FALSE,FranÁoise Dumas
030-01,f,Sylvette,FAYET,Fayet,FG,3653,0.076120025,14545,SOC,FALSE,FranÁoise Dumas
030-01,f,Dominique,GROSSETETE,Grossetete,ECO,496,0.010335487,14545,SOC,FALSE,FranÁoise Dumas
030-01,f,Fatima,RAG EL HASSI,Rag El Hassi,DVG,248,0.005167743,14545,SOC,FALSE,FranÁoise Dumas
030-01,m,Jacques,ARMANDO,Armando,DVD,282,0.005876224,14545,SOC,FALSE,FranÁoise Dumas
030-01,m,Robert,PONGE,Ponge,EXD,211,0.004396749,14545,SOC,FALSE,FranÁoise Dumas
030-01,m,Michel,ALBANESE,Albanese,ECO,90,0.001875391,14545,SOC,FALSE,FranÁoise Dumas
030-01,m,Yvan,LACHAUD,Lachaud,NCE,13920,0.290060429,14545,SOC,FALSE,FranÁoise Dumas
030-01,m,Julien,SANCHEZ,Sanchez,FN,12487,0.260200042,14545,SOC,TRUE,FranÁoise Dumas
030-02,,,,,inscrits,82317,1,0,0,FALSE,Katy Guyot
030-02,,,,,abstentions,30159,0.366376326,0,0,FALSE,Katy Guyot
030-02,,,,,blanc,598,0.007264599,0,0,FALSE,Katy Guyot
030-02,m,Jean-Michel,SPOSITO,Sposito,AUT,0,0,0,0,FALSE,Katy Guyot
030-02,f,Katy,GUYOT,Guyot,SOC,16948,0.328704422,16948,SOC,FALSE,Katy Guyot
030-02,m,Gilbert,COLLARD,Collard,FN,17826,0.345733126,16948,SOC,FALSE,Katy Guyot
030-02,m,Etienne,MOURRUT,Mourrut,UMP,12318,0.238906129,16948,SOC,FALSE,Katy Guyot
030-02,f,DorothÈe,MARTINERIE,Martinerie,DVD,334,0.00647789,16948,SOC,FALSE,Katy Guyot
030-02,f,Danielle,FLOUTIER,Floutier,FG,2672,0.051823119,16948,SOC,FALSE,Katy Guyot
030-02,m,Auguste,VICTORIA,Victoria,ECO,505,0.009794414,16948,SOC,FALSE,Katy Guyot
030-02,m,StÈphane,MANSON,Manson,EXG,164,0.00318076,16948,SOC,FALSE,Katy Guyot
030-02,f,Jacqueline,ABELLO BOYER,Abello Boyer,ECO,417,0.008087665,16948,SOC,FALSE,Katy Guyot
030-02,f,Carole,JOURDAN,Jourdan,ECO,167,0.003238945,16948,SOC,FALSE,Katy Guyot
030-02,m,James,CLIMENT,Climent,AUT,209,0.00405353,16948,SOC,TRUE,Katy Guyot
030-03,,,,,inscrits,88893,1,0,0,FALSE,Patrice Prat
030-03,,,,,abstentions,33258,0.374135196,0,0,FALSE,Patrice Prat
030-03,,,,,blanc,733,0.008245869,0,0,FALSE,Patrice Prat
030-03,m,Charles,MENARD,Menard,FG,3916,0.071327092,0,0,FALSE,Patrice Prat
030-03,f,Nelly,GUILLE,Guille,REG,168,0.003059998,168,REG,FALSE,Patrice Prat
030-03,m,Jean,EGEA,Egea,EXG,209,0.003806783,168,REG,FALSE,Patrice Prat
030-03,f,StÈphanie,LAHANA,Lahana,ECO,585,0.01065535,168,REG,FALSE,Patrice Prat
030-03,m,Jean-Marc,ROUBAUD,Roubaud,UMP,17266,0.314487633,168,REG,FALSE,Patrice Prat
030-03,m,Gilles,CAITUCOLI,Caitucoli,FN,13355,0.243251612,168,REG,FALSE,Patrice Prat
030-03,m,Patrice,PRAT,Prat,SOC,17753,0.323357983,17753,SOC,FALSE,Patrice Prat
030-03,f,Catherine,CHOFFAT,Choffat,VEC,1074,0.019562129,17753,SOC,FALSE,Patrice Prat
030-03,m,Nicolas,ALLIOT,Alliot,DVD,576,0.010491421,17753,SOC,TRUE,Patrice Prat
030-04,,,,,inscrits,87721,1,0,0,FALSE,Fabrice Verdier
030-04,,,,,abstentions,32325,0.368497851,0,0,FALSE,Fabrice Verdier
030-04,,,,,blanc,732,0.008344638,0,0,FALSE,Fabrice Verdier
030-04,f,Isabelle,BRION,Brion,ECO,544,0.009951705,0,0,FALSE,Fabrice Verdier
030-04,f,Sophie,PASQUALINI,Pasqualini,EXG,169,0.003091614,0,0,FALSE,Fabrice Verdier
030-04,m,Max,ROUSTAN,Roustan,UMP,17048,0.311868872,0,0,FALSE,Fabrice Verdier
030-04,m,Fabrice,VERDIER,Verdier,SOC,16130,0.29507537,16130,SOC,FALSE,Fabrice Verdier
030-04,f,Murielle,LORDELOT,Lordelot,DVD,259,0.004738036,16130,SOC,FALSE,Fabrice Verdier
030-04,m,Pascal,IMBERT,Imbert,REG,94,0.001719596,16130,SOC,FALSE,Fabrice Verdier
030-04,m,Edouard,CHAULET,Chaulet,FG,8350,0.152751354,16130,SOC,FALSE,Fabrice Verdier
030-04,m,Patrice,CIUTI,Ciuti,EXG,167,0.003055027,16130,SOC,FALSE,Fabrice Verdier
030-04,f,HÈlËne,ZOUROUDIS,Zouroudis,FN,10689,0.195540026,16130,SOC,FALSE,Fabrice Verdier
030-04,f,Odile,VEILLERETTE,Veillerette,VEC,641,0.011726182,16130,SOC,FALSE,Fabrice Verdier
030-04,m,Vincent,RIVET-MARTEL,Rivet-Martel,ECO,100,0.001829358,16130,SOC,FALSE,Fabrice Verdier
030-04,f,Denise,PONGE,Ponge,EXD,473,0.008652861,16130,SOC,TRUE,Fabrice Verdier
030-05,,,,,inscrits,93442,1,0,0,FALSE,William Dumas
030-05,,,,,abstentions,34982,0.374371268,0,0,FALSE,William Dumas
030-05,,,,,blanc,1045,0.011183408,0,0,FALSE,William Dumas
030-05,f,Roselyne,DUMAS,Dumas,ECO,17,0.00029609,0,0,FALSE,William Dumas
030-05,m,Henri,FRANCES,Frances,CEN,1076,0.018740747,0,0,FALSE,William Dumas
030-05,m,Jean-Michel,SUAU,Suau,FG,9446,0.164521467,0,0,FALSE,William Dumas
030-05,m,William,DUMAS,Dumas,SOC,18287,0.318505617,18287,SOC,FALSE,William Dumas
030-05,f,Sylvie,BARBE,Barbe,ECO,383,0.006670731,18287,SOC,FALSE,William Dumas
030-05,m,Jean-Charles,BENEZET,Benezet,NCE,10459,0.182164939,18287,SOC,FALSE,William Dumas
030-05,m,Richard,ROUDIER,Roudier,REG,311,0.005416703,18287,SOC,FALSE,William Dumas
030-05,f,Sybil,VERGNES,Vergnes,FN,12656,0.220430201,18287,SOC,FALSE,William Dumas
030-05,m,Olivier,DE MAUVAISIN,De Mauvaisin,EXG,235,0.004093007,18287,SOC,FALSE,William Dumas
030-05,m,Alain,RIVRON,Rivron,EXG,162,0.002821562,18287,SOC,FALSE,William Dumas
030-05,m,Eric,DOULCIER,Doulcier,VEC,4383,0.076338936,18287,SOC,TRUE,William Dumas
030-06,,,,,inscrits,77652,1,0,0,FALSE,Christophe Cavard
030-06,,,,,abstentions,32820,0.422654922,0,0,FALSE,Christophe Cavard
030-06,,,,,blanc,559,0.007198784,0,0,FALSE,Christophe Cavard
030-06,m,Camille,BENEZECH,Benezech,DVD,454,0.010254557,0,0,FALSE,Christophe Cavard
030-06,m,Philippe,BERTA,Berta,CEN,1027,0.023196982,0,0,FALSE,Christophe Cavard
030-06,m,Renaud,CASTEL,Castel,EXG,226,0.005104691,0,0,FALSE,Christophe Cavard
030-06,f,Martine,GAYRAUD,Gayraud,FG,3615,0.081652474,0,0,FALSE,Christophe Cavard
030-06,f,AÔcha,TERBECHE,Terbeche,EXG,129,0.00291374,0,0,FALSE,Christophe Cavard
030-06,m,Olivier,ROUDIER,Roudier,REG,118,0.002665281,118,REG,FALSE,Christophe Cavard
030-06,f,MÈlinda,CECCHINATO,Cecchinato,ECO,355,0.008018431,118,REG,FALSE,Christophe Cavard
030-06,f,ValÈrie,PEZET,Pezet,RDG,521,0.011767895,118,REG,FALSE,Christophe Cavard
030-06,f,Mireille,RIBANIER,Ribanier,EXD,364,0.008221715,118,REG,FALSE,Christophe Cavard
030-06,m,Christophe,CAVARD,Cavard,VEC,13517,0.305310234,13517,VEC,FALSE,Christophe Cavard
030-06,m,Jeremiah,GUIRAUD,Guiraud,ECO,162,0.003659115,13517,VEC,FALSE,Christophe Cavard
030-06,m,Franck,PROUST,Proust,UMP,11804,0.266618481,13517,VEC,FALSE,Christophe Cavard
030-06,f,Sylvie,VIGNON,Vignon,FN,11405,0.257606216,13517,VEC,FALSE,Christophe Cavard
030-06,m,Silvain,PASTOR,Pastor,ECO,576,0.013010187,13517,VEC,TRUE,Christophe Cavard
031-01,,,,,inscrits,76438,1,0,0,FALSE,Catherine Lemorton
031-01,,,,,abstentions,32977,0.431421544,0,0,FALSE,Catherine Lemorton
031-01,,,,,blanc,466,0.006096444,0,0,FALSE,Catherine Lemorton
031-01,m,Pierre,LACAZE,Lacaze,FG,3872,0.090056983,0,0,FALSE,Catherine Lemorton
031-01,m,Henri-Pierre,COLOMBO,Colombo,AUT,229,0.005326201,0,0,FALSE,Catherine Lemorton
